Dates ;2013-05-01;2013-05-08;2013-05-16;2013-05-23;2013-06-01;2013-06-08;2013-06-16;2013-06-23;2013-07-01;2013-07-08;2013-07-16;2013-07-23;2013-08-01;2013-08-08;2013-08-16;2013-08-23;2013-09-01;2013-09-08;2013-09-16;2013-09-23;2013-10-01;2013-10-08;2013-10-16;2013-10-23;2013-11-01;2013-11-08;2013-11-16;2013-11-23;2013-12-01;2013-12-08;2013-12-16;2013-12-23;2014-01-01;2014-01-08;2014-01-16;2014-01-23;2014-02-01;2014-02-08;2014-02-16;2014-02-23;2014-03-01;2014-03-08;2014-03-16;2014-03-23;2014-04-01;2014-04-08;2014-04-16;2014-04-23;2014-05-01;2014-05-08;2014-05-16;2014-05-23;2014-06-01;2014-06-08;2014-06-16;2014-06-23;2014-07-01;2014-07-08;2014-07-16;2014-07-23;2014-08-01;2014-08-08;2014-08-16;2014-08-23;2014-09-01;2014-09-08;2014-09-16;2014-09-23;2014-10-01;2014-10-08;2014-10-16;2014-10-23;2014-11-01;2014-11-08;2014-11-16;2014-11-23;2014-12-01;2014-12-08;2014-12-16;2014-12-23;2015-01-01;2015-01-08;2015-01-16;2015-01-23;2015-02-01;2015-02-08;2015-02-16;2015-02-23;2015-03-01;2015-03-08;2015-03-16;2015-03-23;2015-04-01;2015-04-08;2015-04-16;2015-04-23;2015-05-01;2015-05-08;2015-05-16;2015-05-23;2015-06-01;2015-06-08;2015-06-16;2015-06-23;2015-07-01;2015-07-08;2015-07-16;2015-07-23;2015-08-01;2015-08-08;2015-08-16;2015-08-23;2015-09-01;2015-09-08;2015-09-16;2015-09-23;2015-10-01;2015-10-08;2015-10-16;2015-10-23;2015-11-01;2015-11-08;2015-11-16;2015-11-23;2015-12-01;2015-12-08;2015-12-16;2015-12-23;2016-01-01;2016-01-08;2016-01-16;2016-01-23;2016-02-01;2016-02-08;2016-02-16;2016-02-23;2016-03-01;2016-03-08;2016-03-16;2016-03-23;2016-04-01;2016-04-08;2016-04-16;2016-04-23;2016-05-01;2016-05-08;2016-05-16;2016-05-23;2016-06-01;2016-06-08;2016-06-16;2016-06-23;2016-07-01;2016-07-08;2016-07-16;2016-07-23;2016-08-01;2016-08-08;2016-08-16;2016-08-23;2016-09-01;2016-09-08;2016-09-16;2016-09-23;2016-10-01;2016-10-08;2016-10-16;2016-10-23;2016-11-01;2016-11-08;2016-11-16;2016-11-23;2016-12-01;2016-12-08;2016-12-16;2016-12-23;2017-01-01;2017-01-08;2017-01-16;2017-01-23;2017-02-01;2017-02-08;2017-02-16;2017-02-23;2017-03-01;2017-03-08;2017-03-16;2017-03-23;2017-04-01;2017-04-08;2017-04-16;2017-04-23;2017-05-01;2017-05-08;2017-05-16;2017-05-23;2017-06-01;2017-06-08;2017-06-16;2017-06-23;2017-07-01;2017-07-08;2017-07-16;2017-07-23;2017-08-01;2017-08-08;2017-08-16;2017-08-23;2017-09-01;2017-09-08;2017-09-16;2017-09-23;2017-10-01;2017-10-08;2017-10-16;2017-10-23;2017-11-01;2017-11-08;2017-11-16;2017-11-23;2017-12-01;2017-12-08;2017-12-16;2017-12-23;2018-01-01;2018-01-08;2018-01-16;2018-01-23;2018-02-01;2018-02-08;2018-02-16;2018-02-23;2018-03-01;2018-03-08;2018-03-16;2018-03-23;2018-04-01;2018-04-08;2018-04-16;2018-04-23;2018-05-01;2018-05-08;2018-05-16;2018-05-23;2018-06-01;2018-06-08;2018-06-16;2018-06-23;2018-07-01;2018-07-08;2018-07-16;2018-07-23;2018-08-01;2018-08-08;2018-08-16;2018-08-23;2018-09-01;2018-09-08;2018-09-16;2018-09-23;2018-10-01;2018-10-08;2018-10-16;2018-10-23;2018-11-01;2018-11-08;2018-11-16;2018-11-23;2018-12-01;2018-12-08;2018-12-16;2018-12-23;2019-01-01;2019-01-08;2019-01-16;2019-01-23;2019-02-01;2019-02-08;2019-02-16;2019-02-23;2019-03-01;2019-03-08;2019-03-16;2019-03-23;2019-04-01;2019-04-08;2019-04-16;2019-04-23;2019-05-01;2019-05-08;2019-05-16;2019-05-23;2019-06-01;2019-06-08;2019-06-16;2019-06-23;2019-07-01;2019-07-08;2019-07-16;2019-07-23;2019-08-01;2019-08-08;2019-08-16;2019-08-23;2019-09-01;2019-09-08;2019-09-16;2019-09-23;2019-10-01;2019-10-08;2019-10-16;2019-10-23;2019-11-01;2019-11-08;2019-11-16;2019-11-23;2019-12-01;2019-12-08;2019-12-16;2019-12-23;2020-01-01;2020-01-08;2020-01-16;2020-01-23;2020-02-01;2020-02-08;2020-02-16;2020-02-23;2020-03-01;2020-03-08;2020-03-16;2020-03-23;2020-04-01;2020-04-08;2020-04-16;2020-04-23;2020-05-01;2020-05-08;2020-05-16;2020-05-23;2020-06-01;2020-06-08;2020-06-16;2020-06-23;2020-07-01;2020-07-08;2020-07-16;2020-07-23;2020-08-01;2020-08-08;2020-08-16;2020-08-23;2020-09-01;2020-09-08;2020-09-16;2020-09-23;2020-10-01;2020-10-08;2020-10-16;2020-10-23;2020-11-01;2020-11-08;2020-11-16;2020-11-23;2020-12-01;2020-12-08;2020-12-16;2020-12-23;2021-01-01;2021-01-08;2021-01-16;2021-01-23;2021-02-01;2021-02-08;2021-02-16;2021-02-23;2021-03-01;2021-03-08;2021-03-16;2021-03-23;2021-04-01;2021-04-08;2021-04-16;2021-04-23;2021-05-01;2021-05-08;2021-05-16;2021-05-23;2021-06-01;2021-06-08;2021-06-16;2021-06-23;2021-07-01;2021-07-08;2021-07-16;2021-07-23;2021-08-01;2021-08-08;2021-08-16;2021-08-23;2021-09-01;2021-09-08;2021-09-16;2021-09-23;2021-10-01;2021-10-08;2021-10-16;2021-10-23;2021-11-01;2021-11-08;2021-11-16;2021-11-23;2021-12-01;2021-12-08;2021-12-16;2021-12-23;2022-01-01;2022-01-08;2022-01-16;2022-01-23;2022-02-01;2022-02-08;2022-02-16;2022-02-23;2022-03-01;2022-03-08;2022-03-16;2022-03-23;2022-04-01;2022-04-08;2022-04-16;2022-04-23;2022-05-01;2022-05-08;2022-05-16;2022-05-23;2022-06-01;2022-06-08;2022-06-16;2022-06-23;2022-07-01;2022-07-08;2022-07-16;2022-07-23;2022-08-01;2022-08-08;2022-08-16;2022-08-23;2022-09-01;2022-09-08;2022-09-16;2022-09-23;2022-10-01;2022-10-08;2022-10-16;2022-10-23;2022-11-01;2022-11-08;2022-11-16;2022-11-23;2022-12-01;2022-12-08;2022-12-16;2022-12-23;2023-01-01;2023-01-08;2023-01-16;2023-01-23;2023-02-01;2023-02-08;2023-02-16;2023-02-23;2023-03-01;2023-03-08;2023-03-16;2023-03-23;2023-04-01;2023-04-08;2023-04-16;2023-04-23;2023-05-01;2023-05-08;2023-05-16;2023-05-23;2023-06-01;2023-06-08;2023-06-16;2023-06-23;2023-07-01;2023-07-08;2023-07-16;2023-07-23;2023-08-01;2023-08-08;2023-08-16;2023-08-23;2023-09-01;2023-09-08;2023-09-16;2023-09-23;2023-10-01;2023-10-08;2023-10-16;2023-10-23;2023-11-01;2023-11-08;2023-11-16;2023-11-23
bitcoin;1298951550.0;1253655040.0;1289277412.0;1407041528.0;1449499974.0;1239395972.0;1129287060.0;1214260369.0;1107084792.0;882356395.0;1111179853.0;1050054379.0;1220481782.0;1171586790.0;1270257534.0;1391517000.0;1607960283.0;1420952396.0;1539430293.0;1487984454.0;1561200410.0;1484816060.0;1702245233.0;2458505640.0;2449516394.0;3972444990.0;5248843453.0;9853534129.0;12464724345.0;8987358118.0;9573257565.0;7854951431.0;9358693020.0;10256342208.0;10283900055.0;10417265166.0;10271715012.0;8678266711.0;7614456286.0;7746491782.0;6979712746.0;7623170337.0;7883319532.0;7127031703.0;6023351178.0;5718579640.0;6674473792.0;6231920621.0;5821425472.0;5609810850.0;5725217915.0;6662964359.0;8094125581.0;8445489607.0;7646618730.0;7582634214.4124975;8351853048.375001;8058075305.249995;7981890813.249996;8066930366.250001;7773046501.525218;7749970439.220903;6851511348.007502;6544627813.360002;6288710716.500003;6239603056.250001;6141505242.9375;5771559860.494999;5079406227.749999;4721892499.170001;5080504776.5599985;4779135400.000001;4358250678.7125;4639316977.02;5236180276.3025;4963794289.2375;5146696228.575;4910799206.825;4473187530.400002;4555334101.5;4293958347.0000014;3897824162.25;2826188131.0;3203686663.5;3119897131.48;3079497925.3725;3266299219.505;3303312137.1225;3580465593.9375;3821054905.8;4046186762.5125012;3717118257.44;3456621444.825;3427768044.885;3205775569.775;3312571610.275;3284896594.1999984;3442447010.25;3333957591.325;3392690898.43522;3176729202.67;3254270843.1550016;3564086480.705;3488498071.6;3691294141.84;3871966451.4313917;3981564979.0499988;3973299338.7;4047265065.76;3745910822.1530533;3739450598.7300014;3302029052.6449986;3308579439.8025;3553698013.0575;3340446394.8000016;3366614506.8;3489093808.33;3569664084.28;3864938757.1125;4093191773.3699985;4806796483.202498;5504396533.200002;4919473733.625;4802404204.000002;5417967322.499998;6167016640.750002;6794808883.749998;6640942254.9;6530621623.574999;6847658073.555001;5806905132.6;5889248376.549998;5623172735.125;5636117687.999998;6194279970.374997;6407178255.950002;6586086153.8;6299329213.400002;6383495145.600001;6417382984.8;6410999713.95;6448380946.350001;6653836775.25;6987975324.3;7012822521.599999;7129139992.975;7074393585.075;6903990658.125001;8416291167.199999;9117713569.924997;11991494582.524998;9779539536.75046;10654888849.0;10483645176.39353;10458476976.564003;10338768243.216002;9564059424.39599;9334500359.099998;9145336947.424574;9212472965.774399;9056523459.6;9917920559.610003;9627042762.308758;9560527881.960001;9763087934.558167;9810492980.9568;10195309967.356796;10353442542.796803;11633474056.199999;11318680821.599998;11847684538.725115;11861151745.206772;12062849170.250002;12323570551.874998;12538210372.300001;14728698437.88;16045986192.85;14611836820.125006;13341392032.219997;14814052397.812502;15922459702.093218;17045265643.7481;16731535006.800604;19176691563.44728;19875003126.771698;18629281761.825005;19743578282.65421;16705852353.567331;17634831646.535995;19227110119.602;19310204918.47;20327793187.52;22964730936.125;26655087385.5;28034610160.905;37479380943.125;39868442921.8656;46261410000.6806;41213920649.6624;44920255723.30297;40066457532.22669;42128232902.263275;31704152052.833904;44977531723.6921;45126045890.85253;56260701200.034225;70376601817.48047;67231683430.31014;80428274476.4107;70933796921.03749;59757602841.68003;62411285738.3069;72162524814.14323;75788890435.07802;95258545426.38307;99188570754.3323;111860407349.42265;124396351241.9002;130381304858.568;135545106327.703;183780731163.873;282850210542.754;329315720181.841;255444795621.567;236440337971.831;266976271422.5615;197043955228.79236;183260375707.76193;170304196700.15707;128271617562.32497;170569769073.98798;169362253983.19455;174778709347.89926;169056252057.66943;141449655895.93512;147943048662.1316;118234055446.5432;116789559212.79994;140220533919.44476;149017082314.25253;156443377473.375;158435513589.56033;144348790079.53476;136550347058.65228;127322669333.3591;130052073722.89095;109527730085.0741;104172397755.09848;109023438456.36497;115842716194.10664;108903950780.21829;126948286633.17482;132963528816.20732;115416628667.98373;107788817699.53123;109149076720.34018;121186316787.30235;110396118506.89438;112796085614.54744;116607568773.97198;114617564007.79602;113962679824.78195;115236573309.55287;112905904007.05743;110487418903.24472;113943582818.14384;98829079080.72421;75518575145.29533;69715049461.01839;59348913269.876625;56171263934.47407;68846085704.00443;64422635599.72896;69602133073.71902;62348810149.49811;62482350133.95662;60101226569.37371;59482397752.99235;63165603231.85129;69748877117.19371;67016664287.2375;68020879276.31612;69031558676.15643;70227188528.50433;72310769858.13646;91102196906.19292;89148028192.09521;94990455842.8902;93534079555.95955;103982497546.43155;144615566025.01224;135913068220.78972;152037344606.20877;142810130543.30536;156571955413.46933;190271555704.10333;193705059813.9276;203441013269.87305;195225460386.1362;184582963699.30176;179525433372.0441;213446022648.57455;183808182261.62988;181311699889.67206;172069023390.1022;187490153206.3296;184860740267.84445;180261864537.87436;148699326425.13895;147113201630.43686;147132917995.71127;144778678025.77008;165197797836.50772;166326340114.0134;152925645908.6678;131796120680.40385;136619988247.82372;135655571430.9959;128886696696.6067;135086328271.26213;130394101535.60994;147798610895.50055;159960761751.8495;157502652064.02246;169340144566.23718;178414902529.15167;180265718400.57037;176097270350.4831;156047250857.11172;162543409238.00458;98632587514.00247;107128564670.89128;117750205634.39989;131782164465.85344;121499498109.80829;130398643209.39326;158042623264.3916;182927847431.44946;170983863891.47488;168309812992.5134;174105710752.04755;179167717944.46164;173598215783.88248;178128652479.62244;168558715595.07886;170510411872.0138;169758848797.9732;175370017196.6754;208933774575.1489;213579066889.25037;219049736823.3334;215641597239.98148;215921598551.33038;191501904758.68698;199044338127.62628;194731087415.28983;199310441688.83572;197575523784.584;212878404236.874;240257678153.83536;255329261020.6163;274687727889.983;296277008765.18964;342078349285.0962;363927715778.6875;356587934226.10187;360542942204.959;441752551013.19135;539438036435.6701;735339707368.3339;684304915288.2261;613271077002.4795;615013848827.3505;723434796637.7434;892345220938.2782;1012091985973.4642;838307614585.1935;955040794770.1399;1049197142851.5631;1020641820438.662;1098127310946.8978;1050759681844.6099;1179561609816.9358;971174701492.849;1082721727348.0433;1072831991777.4056;875321252276.1078;702143968883.5249;699138611681.2975;626527049947.8439;756522207420.3483;606580031922.7239;660200427590.4775;636246944189.2604;595342431373.8641;607621607805.3499;784039345926.1898;838457486987.6113;882888202377.7089;925630106451.4792;890014982634.8986;881943904968.6511;906727769791.0696;820460824050.9529;827840965059.6127;1015246512238.866;1164782155730.3254;1151508584004.7793;1159841954948.4832;1191631271447.797;1206711952537.9358;1064619437494.1869;1076804436724.3245;956961313925.818;925006387197.2257;921888029984.8673;876192941903.0961;787735561341.1113;816800318526.6782;666220701468.4846;727905398095.9747;833392518214.8341;848321283143.9929;727094284067.6588;819019441071.749;723198804467.6718;747642430663.595;803937099701.4115;865010142444.9791;827032889944.6309;771666602547.5923;756144456297.8489;719611115951.2947;678702448510.6605;596346266888.6597;578090387085.146;607393396318.7885;597205650752.5386;429887916884.8431;381616262301.266;365984224323.45276;414055638573.8548;397285233065.65533;433485926857.3929;447051019373.1847;442979379284.1196;462437221425.1544;408409110509.79584;383348414528.78253;369340091982.8708;377719382182.44714;372075639498.16974;373222100680.7475;373170861484.13965;365870425566.52997;368484939423.55475;393311097043.5727;395168506455.3059;324608360619.00433;311463297390.4882;330763402606.7043;324178677956.7833;333854506370.7365;323519254392.6745;318278329991.7019;326371741274.41095;401697403586.5178;438060367560.3554;445991168199.3282;449391195299.20337;468820317786.9533;465998918250.2451;446010055987.85736;427994888566.54205;472833547484.0809;530515158753.954;551707238559.8757;540432353743.3232;586969785778.0928;539454716829.9368;568513467268.4124;554373015261.6681;527655229433.8867;520821915713.9187;528464394082.93866;510979921090.6337;495788386559.10156;581473706978.9268;591722375245.7673;588811434763.8912;588642134563.5204;577068525402.119;568333703606.0996;567529179865.8152;567498309102.7323;506356213378.17975;505403246528.0237;509837705629.17126;518872387637.1001;518383856096.9625;525936342995.4552;545619681437.3984;529643463244.3381;583399133857.2509;676319525450.0793;691660755958.351;739215831747.2646;732259726682.3702
litecoin;62957992.0;60398779.0;50797474.0;56423615.0;53448601.0;47379922.0;38458764.0;57803453.0;58227332.0;51619462.0;57554352.0;57203943.0;58566621.0;55816293.0;55891913.0;56844378.0;54168590.0;56294920.0;56483741.0;53364295.0;51957976.0;44942540.0;42068295.0;42228728.0;52709695.0;104375334.0;101190328.0;255664268.0;793111861.0;588094635.0;632561637.0;419781896.0;601777194.0;592816516.0;622918706.0;590899600.0;582735252.0;473926497.0;397347175.0;410112003.0;358938030.0;406196787.0;460853728.0;413948725.0;355878160.0;310191371.0;368220847.0;336190284.0;310545992.0;294361216.0;295966897.0;321366903.0;321886754.0;328136706.0;283947095.9644264;284231581.78841823;245530415.14333636;232152226.61445817;250678296.65164617;257270705.01512954;235894857.40485823;217869245.2633178;155056658.6112038;153708966.58192384;149436384.42381158;161245026.17791396;162095187.05148786;152993693.6504805;143506236.02425706;128425630.06801392;130650069.03068127;123247243.95303987;118904452.99660721;119662024.40096208;131662631.84008597;122602923.61896336;122536225.16163187;125779922.5964113;105111733.6823736;100170546.31688581;95598027.0345911;72151239.43075818;49809042.70607825;51653373.17937494;65328393.14298136;64931546.1908609;66070666.98217195;66470833.28832439;69410421.36245254;70405502.7561956;75578293.92860764;66961566.55560565;62794932.303207;61736926.01431601;53949877.85560037;55912445.97715256;54583268.24177028;57130355.05295208;56007232.35287402;71413294.85832486;63889490.465409316;70711477.80919573;112884561.03934067;119232914.31566036;158562626.15152505;255860208.5897993;146256927.2823452;155636968.14058512;172062098.39638788;160769826.45511875;164767721.56518206;142102596.31027994;118623982.70271726;129061579.7315445;118467789.78582408;120931687.69272624;127726304.5451057;130490671.85573405;131811087.62422939;133597344.18064344;164391383.00626868;146185382.96631297;138603166.46580306;135653451.19247764;149200282.83326587;160630430.96246597;160103335.31231287;156276639.91775513;154033993.05319256;157178772.04662365;135613118.90041524;137060453.47337905;135109968.05707294;134940163.28797483;141847571.04747272;151082009.83035994;151829890.25679243;144745518.9435401;148342555.22487327;145592485.9017248;146163866.56842673;145525967.75732297;149352669.12622482;153120627.3007924;169659496.52973157;180329938.923237;184193276.48033357;182208772.532565;217767371.8354249;221252663.71206126;262296276.21954584;179504775.34945756;199033998.31641668;197403677.79245296;194109465.54384845;190083747.7371209;181465185.89141336;178561235.0511861;170746992.38882458;186215071.56281227;181297130.05778277;190031076.1944356;181472109.4086866;181737541.0724722;183794096.6682074;183516861.5515671;186196377.80708078;185744694.9688953;197401220.95268854;185589136.88196945;190087648.84365204;190000438.30490762;191254371.06754127;184842536.6725205;181169377.06288183;208567132.4690505;221302264.8123639;196658324.73893464;190900220.04293704;189273708.36719742;201313023.04189026;196458099.13472036;194645210.89461935;196939756.0362593;196495988.02104843;193010283.55347493;219358721.77274847;200252738.91064727;358465944.39855564;532376816.29883856;567703960.5385361;764920818.4384366;808963889.3946565;1461767926.146968;1199544743.8400705;1622196446.7270503;1435461922.3987625;1555506828.727649;1818322214.857761;2478732996.779076;2054758130.6208088;2710763983.1499944;2131751570.1008744;2312361865.881308;2252222753.2806044;2549668760.889939;2301274212.7661524;2805358809.6651793;4522407486.916793;3828739826.3582726;2576178910.8677006;2580178871.0992208;2871664412.730462;2821518984.9383874;3444713956.606128;2936424319.6278863;2852733225.7599306;3359608515.9385757;3846795634.67394;3991336733.2129;5388083337.28238;6851146728.87953;16345841564.3643;15683534507.8139;12577160934.4556;14419874066.479158;10380883694.789461;9772732935.877748;8879163932.691711;7601657118.438661;12282473493.999687;10859049373.281689;11226408945.573835;10354730264.309595;9231578581.44226;9099613809.326447;6492927120.542822;6428447874.317908;7318731363.137589;8178738595.425546;8264734774.699188;9216723386.24508;7850603693.875812;7213196661.3706875;6659040041.739097;6812272646.99395;5428506484.821247;4861684967.437734;4617831259.690746;4842320886.91973;4466192190.398698;4717676537.93806;4540042010.39408;3924663616.2159333;3134248583.864048;3209834827.103345;3604908419.7739315;3247922953.9829407;3306593261.5189233;3552991338.2620926;3581759149.075892;3417527991.889804;3265591077.268181;3101800944.040722;2938794339.8837705;3201707834.990655;2624848637.5025663;1912804668.234597;1898766149.9304128;1490307201.8573298;1408577554.9549782;1865922292.7458782;1786066932.7199204;2245232405.2944818;1853454693.1427057;1889985650.6435437;1889887501.2565339;2001629679.4786763;2566035200.4972386;2994486802.0377235;2776443425.2892294;3448213480.2372155;3558479624.289665;3619593846.2872214;3699609522.876328;5611837949.302863;4815733319.216085;4716071640.461813;4536380340.336982;4575692969.903396;6349818514.922049;5460385976.639675;7111085132.698092;7363782682.239242;8569206112.50246;8842055698.191433;7624136052.740029;7482914954.061211;5697715522.675685;5980929714.198315;6220195734.015525;5718781159.026081;4810925277.664582;4646007168.580178;4060570098.643615;4341810268.672753;4435040484.950177;4595949670.918117;3543015051.683736;3647263787.221144;3468848498.4093485;3389002511.1309695;3714298105.7950416;3913009589.6095433;3666804135.152108;3032673381.58647;3014907198.495158;2879327018.30148;2769888222.6622066;2664688459.110598;2631033887.899123;2964692011.0358877;3704825023.528594;3719224079.411516;4323780791.204591;4741891251.622826;4886813352.26865;4804883822.079394;3729258959.679366;3882319278.0156283;2348597741.507014;2284444812.204689;2527868198.6885247;2879457946.5178037;2535232127.0930605;2700063347.886299;2985326129.7877245;3070299797.0145407;2761074834.37273;2850956004.921865;2967645189.210175;3023679311.7506957;2844881164.431206;2878746723.402495;2677254552.8838854;2811786799.84961;2817157064.4991508;2929165057.0024304;3787764747.1661873;3722322393.6325197;3911487029.116384;3938571502.0642357;3983740402.535963;3187880426.539466;3156431520.0266995;2914609515.0487127;3034119907.633546;3055940427.250863;3248878552.9431334;3569163510.647403;3664534668.564069;3878524239.318329;4112688542.953685;5509409379.32486;5766226392.764595;5521928849.372652;5379040746.520349;7550983644.812829;8232940083.327155;11282929355.746391;9537424849.722498;9151084592.531637;8611596821.687353;10051143409.97115;13794079373.608767;13862481747.567024;11051377799.74987;12743617675.144302;13393811285.786148;12489121729.545944;13117192834.593618;14765003095.389482;19115102975.37121;16961313522.39041;18154917669.62492;23183769289.59186;19963930434.64082;11340979083.307632;12513820456.32828;10736325118.918827;11767803245.935764;7914304732.335883;9639134229.668383;9195601167.515974;8403184173.191431;8077469395.050521;9708449336.08721;10406187412.487293;12299559504.833681;12396744160.233543;11475429430.682352;11895604543.560871;12616239375.27891;10731293840.46711;10228958668.177526;12301131244.813486;13018317286.77698;13201586874.505154;13222938865.094852;13890107860.224958;18244914469.894947;14471217926.960949;14365979718.446926;11200829875.642307;10599207876.799978;10776814973.821995;10165614442.928844;9118650890.96946;10252242788.856188;7545683309.881283;7609502523.441636;9545141168.095592;9214944628.079865;7497251391.913771;7901458519.601742;6886635383.182716;7487422510.81002;8564524535.414073;8649611372.497837;8000180296.303743;7787632988.07337;7396721181.211495;6741792114.121952;6654871681.642213;5027705637.105439;5051287079.55842;4823421848.116394;4517091525.464754;3552498433.697788;3680701658.4506154;3753105758.357663;3704596017.950168;3659153273.0464454;3968365820.7820616;4241999791.3956246;4330249152.254278;4321662477.601759;4046892691.1931176;3820482929.09622;4107031805.540549;4006165846.4487104;3810698240.453671;3814320769.585342;3751579832.5609555;3610017580.9387183;3728004666.333543;3942779691.7944508;4849012529.861761;4159919279.9492064;5040877131.963965;5715045823.83227;5540264643.884852;5193733410.244001;4752888488.560825;5044935487.6266165;5494916641.781551;6289653588.125069;6321618689.940053;6817827465.647194;7309801508.775704;7422396329.232447;6876243711.456723;6771528857.874855;6240122255.010752;5548847719.175217;6369726692.521464;6521042696.986031;6582863767.82106;7051092680.019049;6343229570.971656;6463261911.260872;6098941070.358689;6363777766.103566;6630108064.560425;6622747030.394531;6492277830.374296;5443257521.138229;6300886441.897194;7898586033.718159;7187472863.235257;6947465306.063333;6731438296.412423;6775825683.396544;6049692621.686927;5829925342.036408;4773207767.859167;4701515303.330284;4679036377.602313;4854530378.688071;4739531441.857332;4868862373.473626;4826159992.417433;4546021198.691085;4757208036.836874;5084259040.422232;5426286390.20404;5475186395.608882;5075128657.368101
