Dates;bitcoin;litecoin;ripple;dogecoin;monero;stellar;tether;ethereum;ethereum-classic;bitcoin-cash;binancecoin;cardano;tron;chainlink;maker;usd-coin;matic-network;solana;polkadot;avalanche-2;staked-ether
2015-07-29;52624701.467293404;116948365.20192209;172808.71840395813;154033.9212228967;23211.083342772094;8371.531820634418;244318;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-07-30;43880110.290356554;92274303.26208873;306977.94596879743;68676.76506348726;17699.53715729913;4207.691277151436;233100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-07-31;63971590.58757594;94742128.11219352;400814.27749806433;136602.99809055406;18590.257002970266;11307.441281835481;255;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-01;53533745.82603215;124893706.17556013;193329.72952501237;155512.60066855076;38952.232846988714;5658.298253059799;59655;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-02;46165536.822869964;129054088.93353042;212531.29808844422;47504.33151779682;58671.20311141323;1967.3840919468998;4403;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-03;41411646.7104373;133624217.90813453;225601.40006540235;119250.6150116596;43025.718074160875;6974.7169560300845;200;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-04;48308760.90560098;111456041.95917323;179249.4440010473;52861.94228228662;23886.250058218582;2378.6599494643388;4553;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-05;43424335.531163365;69576446.74801613;218338.2477794675;62873.320727798906;29847.201449033957;40924.15690553714;111025;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-06;41914107.67785419;75728835.63260007;381038.5795669084;84177.64849718365;190042.64168499416;7113.160232014233;12388;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-07;47637462.16841643;90332808.82132944;361106.80803249666;97744.32542920031;130526.45334207095;3171.975175613387;104034;90622.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-08;80056216.9967666;78223489.04753569;618992.3025390112;141485.03575341785;59629.72988518627;23264.619857821508;1865;368070.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-09;67863178.91055241;89934616.34842154;515287.9095965183;106433.35447547282;102901.33779504304;2072.0518965705364;1051;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-10;60783290.21756031;66828854.18219805;467863.3477734523;59846.1379101913;32376.577101016996;17528.169924949445;361;400464.0745435489;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-11;64124892.99653497;71940987.10963537;280076.1766491129;110611.16666935112;61485.66262604928;5963.613501366055;387;1518998.2053373822;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-12;73043602.38810194;67356497.07685739;276176.4744414332;108202.36025949953;57827.07364350889;9409.815206443896;2257;2073893.3450314845;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-13;57163446.795025095;50795341.78197451;186776.80828034072;26721.004137029122;46370.03735991248;6640.199032210751;2346;4380142.704000345;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-14;61280618.55732058;69993265.02510457;398703.5799398523;29479.295229480387;56666.14465710019;6024.163442828087;586;4355618.378552116;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-15;38131976.86865548;40462394.57031956;152896.28340020854;15671.14468679238;48083.91865000576;1857.5935256528642;3700;2519633.2708181436;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-16;55868003.65302729;46201603.77536751;285941.61993961467;28227.22039407031;61764.55375192366;7812.658051184435;2368;3032657.656405736;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-17;51730292.4009465;58220775.95261877;332949.9429336927;19521.50191796467;46262.96290422283;1371.578658732947;135059;1880092.2147175823;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-18;49833133.79994442;40455499.76504551;185652.0393933319;27198.96774839866;50445.00252433004;28510.093384394644;38881;1696013.472335737;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-19;143390129.28370252;82446355.96792302;484796.70557947777;32934.46556982286;38104.93790232049;21346.212829942673;106894;1537200.8409894055;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-20;99655604.53121857;51554335.60414176;202471.40235000482;22377.626501072627;69880.00996356849;10319.887396336902;107161;2967730.5022106003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-21;62180213.61240129;34287198.12037537;258817.53736592876;31738.673441867282;39007.13531910329;10580.43006769274;4990;1742881.8081502889;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-22;102329840.28166316;48832273.19462956;175365.59305159922;10055.255547617677;22393.217357923233;4591.630219060275;3221;914588.6539745613;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-23;72465770.66977338;43174830.943569265;136890.97686257938;33650.86665220872;31452.7552861548;688.2265657508281;512;1610695.8727506467;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-24;139379271.33868462;98881001.16385238;526218.0180873466;20928.17936242751;73291.11497941276;783.4134011538532;10766;696476.5553267623;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-25;183422133.02821282;182006611.74314737;592564.2301831596;98315.1864695806;32793.786518585046;5761.469068469208;466067;1053169.3862050485;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-26;144278489.53657845;133965808.23260422;186547.88289913296;91458.65407407992;25969.875776403383;4314.266523844079;31738;1151700.041593045;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-27;69900344.06948392;46074210.36039711;196102.91337723954;45427.73393536455;21783.798912222843;4095.4439542834198;1422;681460.2394411361;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-28;95134718.75546841;100443639.51539099;411465.80872381636;67097.65499655277;23643.161316742713;71252.56043994597;7623;715178.7899308845;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-29;56654306.07150725;50215357.62197062;352318.70731629175;37341.02797883063;31123.903788911168;64762.98177478719;961;607200.891453558;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-30;54615311.643692665;45319667.64518238;400770.2524273285;40284.1731308851;19877.41032090231;48798.00848876703;3479;1045589.321256734;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-08-31;58032869.77182835;44968718.13012963;606628.4956923085;29622.208659011536;20184.872394756185;30643.03224296486;3974;1197102.0492865555;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-09-01;61479340.23891231;35839530.2910392;396332.3456994314;51422.78780939272;13485.390028577669;4713.042904529381;8940;610368.2430900692;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-09-02;47781609.22090014;40966930.18279262;392641.47507850936;27034.297243431334;17792.20786544018;24556.100588242552;1866;629746.119316548;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-09-03;43765322.15025832;43520708.8801352;319693.8551505453;44265.56676081372;25905.238696142194;8888.325752340137;762;583923.7452450913;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-09-04;55274502.37627574;47424284.89197922;463667.67180441465;18649.833814850746;18170.10278959415;7625.991457720803;600;333502.66115673864;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-09-05;58712579.1018823;80497282.09294441;847966.9170195432;70845.34759393771;25868.780259177725;9408.885653943498;2551;350815.4668948872;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-09-06;70113446.29750317;119662047.2780176;283042.74373085756;74509.62125019747;20454.9262054429;9445.801752875019;22060;317470.0943419727;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-09-07;50336412.979991846;64307221.91788482;232682.327698686;53228.06833766909;14840.095679187314;2081.8442584871955;25442;487005.2028033498;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-09-08;67754768.56019479;77382582.09349038;193865.14706101772;64359.21885691513;23499.920562434614;10744.916210211753;6069;419148.8018252036;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2015-09-09;55993048.11643384;60136551.06740191;232947.77692045007;85868.68838491262;46114.86174420667;17728.219246286822;5378;367774.3318949896;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
